UserID,Age,Gender,Device,OS,Source,IsNewUser
9296,58,Female,iPhone 12,iOS,Organic,1
9297,44,Male,Samsung S23,Android,Paid Ads,0
9298,26,Male,iPhone 12,iOS,Organic,0
9299,45,nan,Samsung S21,Android,Paid Ads,0
9300,18,nan,Huawei P50,Android,Organic,0
9301,34,Male,Xiaomi Note 11,Android,Organic,1
9302,48,Male,nan,Android,Referral,0
9303,27,Male,iPhone 14,iOS,Paid Ads,1
9304,54,Male,Samsung S21,Android,Paid Ads,0
9305,46,Male,Huawei P50,Android,Referral,0
9306,35,Female,Samsung S21,Android,nan,1
9307,55,Female,iPhone 14,iOS,Organic,0
9308,56,Male,Samsung S23,Android,Organic,1
9309,23,Female,Samsung S21,Android,Paid Ads,0
9310,57,Male,nan,Android,Organic,1
9311,29,Male,Samsung S23,Android,Organic,1
9312,31,Female,Huawei P50,Android,Organic,0
9313,27,Male,Huawei P50,Android,Referral,0
9314,37,Male,iPhone 14,iOS,Paid Ads,0
9315,32,Female,Google Pixel 7,Android,Referral,1
9316,48,Male,Samsung S21,Android,Organic,0
9317,24,Female,iPhone 12,iOS,Organic,1
9318,58,Male,Huawei P50,Android,Organic,0
9319,27,Male,Samsung S21,Android,nan,1
9320,27,Female,Samsung S21,Android,Organic,0
9321,56,Female,Samsung S21,Android,Paid Ads,0
9322,45,Male,Samsung S21,Android,Paid Ads,0
9323,47,Female,Samsung S23,Android,Paid Ads,0
9324,54,Female,Samsung S23,Android,Paid Ads,0
9325,20,Female,Samsung S23,Android,Organic,0
9326,32,Male,Huawei P50,Android,Organic,0
9327,38,Female,Samsung S21,Android,Paid Ads,0
9328,54,Female,iPhone 12,iOS,Organic,1
9329,29,Female,iPhone 14,iOS,Organic,0
9330,21,Female,Google Pixel 7,Android,Organic,0
9331,26,Male,Xiaomi Note 11,Android,Organic,0
9332,56,Female,nan,Android,Organic,0
9333,59,Female,Xiaomi Note 11,Android,Referral,0
9334,45,Female,iPhone 14,iOS,Paid Ads,1
9335,40,Female,iPhone 14,iOS,Organic,0
9336,57,Female,Samsung S23,Android,Organic,0
9337,39,Male,Xiaomi Note 11,Android,nan,1
9338,41,Male,iPhone 14,iOS,Referral,0
9339,43,Female,Xiaomi Note 11,Android,Referral,0
9340,47,Female,Huawei P50,Android,Organic,1
9341,50,Female,Google Pixel 7,Android,Paid Ads,1
9342,33,Female,Xiaomi Note 11,Android,Organic,0
9343,39,Male,Google Pixel 7,Android,Organic,0
9344,35,Female,iPhone 14,iOS,Organic,1
9345,24,Female,Samsung S21,Android,Organic,0
9346,43,Female,iPhone 12,iOS,nan,0
9347,25,Female,iPhone 14,iOS,Paid Ads,0
9348,23,Male,Huawei P50,Android,Organic,0
9349,47,Male,Samsung S21,nan,Referral,0
9350,56,Male,Xiaomi Note 11,Android,Organic,0
9351,40,Male,Xiaomi Note 11,Android,Paid Ads,1
9352,49,Male,Xiaomi Note 11,Android,Paid Ads,1
9353,39,Female,Xiaomi Note 11,Android,Organic,1
9354,59,Male,Samsung S23,Android,Paid Ads,0
9355,26,Female,Samsung S23,Android,Organic,1
9356,48,Male,Huawei P50,Android,Organic,1
9357,24,Male,iPhone 12,iOS,Organic,0
9358,26,Female,iPhone 12,iOS,Organic,0
9359,30,Male,Samsung S23,Android,Referral,0
9360,20,Female,Samsung S21,Android,Organic,0
9361,52,Male,Samsung S23,Android,Paid Ads,1
9362,50,Male,nan,Android,Organic,0
9363,38,Female,Google Pixel 7,Android,Referral,1
9364,48,Male,Huawei P50,Android,Paid Ads,0
9365,51,Male,Samsung S21,Android,Organic,0
9366,49,Male,Samsung S21,Android,Paid Ads,0
9367,52,Female,Google Pixel 7,Android,Organic,1
9368,32,Male,Huawei P50,Android,Organic,0
9369,49,Male,Samsung S23,Android,Paid Ads,1
9370,23,Female,Huawei P50,Android,Organic,0
9371,38,Female,nan,Android,Organic,1
9372,50,Male,Samsung S23,Android,Paid Ads,0
9373,49,Male,Samsung S21,Android,Organic,1
9374,36,Male,Samsung S23,Android,Organic,1
9375,50,Female,nan,Android,Organic,1
9376,45,Male,Samsung S21,Android,Organic,0
9377,48,Female,Xiaomi Note 11,Android,Referral,0
9378,38,Female,Xiaomi Note 11,Android,Organic,1
9379,51,Male,Samsung S21,Android,Organic,0
9380,32,Female,Xiaomi Note 11,Android,Organic,0
9381,31,Male,Samsung S21,Android,nan,0
9382,36,Male,Huawei P50,Android,Organic,0
9383,32,Male,Google Pixel 7,Android,Organic,0
9384,23,Male,Huawei P50,Android,Organic,1
9385,26,Female,iPhone 14,iOS,Organic,1
9386,54,Female,iPhone 12,iOS,Organic,1
9387,37,Male,Huawei P50,Android,Paid Ads,0
9388,51,nan,Samsung S21,Android,Paid Ads,1
9389,55,Male,iPhone 14,iOS,Paid Ads,1
9390,43,Male,iPhone 12,iOS,Organic,0
9391,35,Male,Samsung S23,Android,Organic,0
9392,45,Female,iPhone 14,nan,nan,1
9393,26,nan,Xiaomi Note 11,Android,Paid Ads,1
9394,49,Female,Google Pixel 7,Android,Organic,0
9395,23,Female,Samsung S23,Android,Organic,0
9396,31,Male,Huawei P50,Android,Organic,0
9397,45,Male,iPhone 14,iOS,Paid Ads,0
9398,41,Female,Samsung S23,Android,Organic,0
9399,30,Female,iPhone 14,iOS,Referral,0
9400,29,Male,Huawei P50,Android,Organic,1
9401,36,Female,Huawei P50,Android,Organic,0
9402,38,Male,Samsung S21,Android,Organic,0
9403,44,Male,Samsung S21,Android,Referral,0
9404,36,Female,Samsung S21,Android,nan,0
9405,41,Female,Huawei P50,Android,Organic,1
9406,43,Male,Xiaomi Note 11,Android,Organic,0
9407,45,Male,Huawei P50,Android,Referral,1
9408,35,Female,iPhone 14,iOS,Organic,1
9409,53,Female,Samsung S23,Android,Organic,0
9410,59,Female,Xiaomi Note 11,Android,Referral,0
9411,46,Female,Huawei P50,Android,nan,0
9412,34,Male,Samsung S21,Android,Organic,1
9413,21,nan,Samsung S21,nan,Organic,0
9414,46,Female,Huawei P50,Android,Referral,1
9415,21,Male,iPhone 12,iOS,Organic,0
9416,27,Male,Samsung S23,Android,Organic,1
9417,42,Male,Samsung S23,Android,Organic,0
9418,48,Male,iPhone 14,iOS,Referral,0
9419,20,Female,Samsung S21,Android,Organic,0
9420,19,Female,Google Pixel 7,Android,Organic,1
9421,42,Female,Samsung S21,Android,Organic,1
9422,23,Male,Samsung S21,Android,Referral,0
9423,43,Female,Google Pixel 7,Android,Paid Ads,0
9424,25,Male,nan,Android,Paid Ads,1
9425,52,Male,Google Pixel 7,nan,Paid Ads,0
9426,44,Female,Huawei P50,Android,Paid Ads,1
9427,42,Male,Huawei P50,Android,Organic,1
9428,35,Female,Huawei P50,Android,Referral,0
9429,18,Female,nan,Android,Paid Ads,0
9430,56,Female,Google Pixel 7,Android,Paid Ads,0
9431,20,Male,Xiaomi Note 11,Android,Paid Ads,0
9432,21,Female,Xiaomi Note 11,Android,Organic,1
9433,58,nan,Huawei P50,Android,Organic,1
9434,54,Female,Xiaomi Note 11,Android,Paid Ads,1
9435,32,Female,Google Pixel 7,Android,Organic,1
9436,25,Female,Samsung S21,Android,Organic,1
9437,55,Male,Huawei P50,Android,Paid Ads,0
9438,36,Female,Samsung S23,Android,Paid Ads,1
9439,43,Female,iPhone 14,iOS,Referral,1
9440,56,Female,Google Pixel 7,Android,Paid Ads,0
9441,27,Female,Samsung S21,Android,Organic,0
9442,55,Male,iPhone 14,nan,Organic,0
9443,31,Male,Samsung S21,Android,Paid Ads,1
9444,58,Female,iPhone 12,iOS,Referral,0
9445,36,Male,iPhone 12,iOS,Organic,0
9446,47,Male,Xiaomi Note 11,Android,Paid Ads,1
9447,22,Male,Huawei P50,Android,Organic,1
9448,48,Male,Samsung S23,Android,Organic,1
9449,24,Female,Xiaomi Note 11,Android,Paid Ads,0
9450,36,Female,Huawei P50,Android,Paid Ads,0
9451,48,Male,Samsung S21,Android,Organic,0
9452,56,Male,Xiaomi Note 11,Android,Referral,1
9453,41,Male,Samsung S21,Android,Paid Ads,0
9454,51,Male,Xiaomi Note 11,Android,Paid Ads,1
9455,40,Male,Samsung S21,Android,Organic,0
9456,57,Female,nan,Android,Organic,0
9457,23,Male,iPhone 12,nan,Referral,0
9458,55,Female,Samsung S23,Android,Paid Ads,0
9459,58,Female,Samsung S21,Android,Referral,1
9460,53,Female,Xiaomi Note 11,Android,Organic,0
9461,44,Male,Samsung S23,Android,nan,0
9462,28,Female,Samsung S21,Android,Organic,0
9463,22,Male,Samsung S21,Android,Organic,0
9464,34,Female,iPhone 14,iOS,Organic,0
9465,24,Male,Google Pixel 7,Android,nan,1
9466,44,Female,Samsung S21,Android,Organic,0
9467,32,Male,Google Pixel 7,Android,Organic,1
9468,30,Female,Samsung S23,Android,Organic,0
9469,28,Female,iPhone 12,iOS,Organic,1
9470,43,nan,iPhone 14,iOS,Paid Ads,0
9471,39,Female,Huawei P50,Android,Referral,0
9472,45,Male,Xiaomi Note 11,Android,Organic,0
9473,41,Male,iPhone 14,iOS,Organic,0
9474,46,Male,Google Pixel 7,Android,Paid Ads,1
9475,26,Female,Huawei P50,Android,Organic,0
9476,59,Female,Samsung S21,Android,Referral,0
9477,21,Female,Xiaomi Note 11,Android,Organic,1
9478,35,Male,Samsung S21,Android,nan,1
9479,33,Female,iPhone 12,iOS,Organic,1
9480,50,Female,Samsung S21,Android,Organic,0
9481,46,nan,Google Pixel 7,Android,Paid Ads,0
9482,56,Female,Samsung S23,Android,Referral,0
9483,27,Male,Samsung S23,Android,Organic,1
9484,26,Male,Samsung S21,Android,Organic,0
9485,48,Male,Samsung S23,Android,Paid Ads,1
9486,45,Female,Samsung S21,Android,Organic,0
9487,20,Female,Xiaomi Note 11,Android,Paid Ads,0
9488,31,Male,iPhone 12,iOS,Organic,0
9489,42,Male,Huawei P50,Android,Paid Ads,0
9490,32,Male,iPhone 14,iOS,Referral,1
9491,19,Female,Xiaomi Note 11,Android,Organic,0
9492,41,Male,Samsung S23,Android,Referral,0
9493,31,Male,Google Pixel 7,Android,Organic,0
9494,24,Male,Huawei P50,Android,Paid Ads,0
9495,53,Male,Samsung S21,Android,Organic,0
9496,41,Female,Xiaomi Note 11,Android,Organic,0
9497,44,Female,iPhone 14,iOS,Paid Ads,0
9498,54,Male,iPhone 14,iOS,Paid Ads,0
9499,55,Female,Huawei P50,Android,Organic,1
9500,47,Male,iPhone 14,iOS,Organic,0
9501,44,nan,Samsung S21,nan,Organic,0
9502,56,Male,iPhone 14,iOS,Organic,0
9503,32,Male,Samsung S23,Android,Organic,0
9504,43,Female,Huawei P50,Android,Paid Ads,0
9505,18,Male,Samsung S21,Android,Referral,0
9506,21,Male,Samsung S23,Android,Paid Ads,0
9507,46,Female,Samsung S23,Android,Organic,1
9508,18,Female,Samsung S21,Android,Referral,0
9509,39,Male,Xiaomi Note 11,Android,Organic,0
9510,28,Female,Xiaomi Note 11,Android,Paid Ads,1
9511,27,Female,Samsung S21,Android,Organic,0
9512,34,Female,Huawei P50,Android,Paid Ads,0
9513,53,Female,iPhone 12,iOS,Organic,1
9514,43,Female,iPhone 12,iOS,Organic,0
9515,38,Male,nan,Android,Paid Ads,1
9516,30,Male,Google Pixel 7,Android,Referral,0
9517,26,Male,Huawei P50,Android,Organic,0
9518,28,Male,Xiaomi Note 11,Android,Organic,0
9519,28,Female,Samsung S23,Android,Organic,1
9520,23,Male,Xiaomi Note 11,Android,Referral,0
9521,18,Male,iPhone 12,iOS,Referral,1
9522,23,Male,Google Pixel 7,Android,Organic,1
9523,30,Male,Samsung S23,Android,Organic,0
9524,39,Female,nan,Android,Organic,0
9525,48,Male,Xiaomi Note 11,Android,Organic,0
9526,39,Female,iPhone 14,iOS,Organic,0
9527,54,Male,Samsung S23,Android,Organic,1
9528,44,Female,iPhone 12,iOS,Organic,0
9529,31,nan,Google Pixel 7,Android,Organic,0
9530,22,Female,Samsung S23,Android,Paid Ads,0
9531,53,Female,Samsung S21,Android,Referral,1
9532,49,Female,nan,Android,Referral,1
9533,51,Female,Huawei P50,Android,Paid Ads,1
9534,24,Female,nan,Android,nan,1
9535,59,nan,Samsung S21,Android,Organic,1
9536,27,Female,Google Pixel 7,Android,Organic,0
9537,34,Female,Huawei P50,Android,Organic,0
9538,47,Female,Xiaomi Note 11,Android,Organic,1
9539,38,Male,Samsung S21,Android,Paid Ads,1
9540,30,Male,Huawei P50,Android,Organic,0
9541,18,Female,Huawei P50,Android,Paid Ads,1
9542,18,Male,Google Pixel 7,Android,Paid Ads,0
9543,50,Female,Samsung S21,Android,Referral,1
9544,55,Male,iPhone 14,iOS,Paid Ads,0
9545,42,Male,Xiaomi Note 11,Android,Organic,1
9546,43,Female,Samsung S23,Android,Paid Ads,0
9547,30,Female,Xiaomi Note 11,Android,Paid Ads,1
9548,45,Female,iPhone 14,iOS,Paid Ads,0
9549,50,Male,iPhone 14,iOS,Organic,0
9550,54,Male,Samsung S21,Android,Organic,0
9551,58,Male,Samsung S21,Android,Organic,0
9552,47,Male,Xiaomi Note 11,Android,Organic,1
9553,25,Male,Samsung S21,Android,Organic,0
9554,18,Female,Xiaomi Note 11,Android,Organic,0
9555,29,Male,Google Pixel 7,Android,nan,1
9556,22,Female,iPhone 14,iOS,Organic,0
9557,41,Male,Huawei P50,Android,Paid Ads,1
9558,23,Male,Google Pixel 7,Android,Paid Ads,0
9559,42,Male,Xiaomi Note 11,Android,Paid Ads,1
9560,18,nan,Huawei P50,Android,Organic,1
9561,42,Female,Samsung S21,Android,Paid Ads,0
9562,18,Male,Samsung S23,Android,Paid Ads,0
9563,49,Female,iPhone 12,iOS,nan,1
9564,59,Female,Samsung S23,Android,Organic,0
9565,59,Female,Samsung S23,Android,Paid Ads,1
9566,20,Female,Xiaomi Note 11,Android,Referral,1
9567,36,Male,iPhone 12,iOS,Organic,0
9568,46,Female,iPhone 12,iOS,Paid Ads,0
9569,19,Female,Samsung S23,nan,Organic,0
9570,26,Female,iPhone 14,iOS,Organic,0
9571,34,Female,Google Pixel 7,Android,Referral,0
9572,53,Male,Xiaomi Note 11,Android,Organic,1
9573,34,Male,Samsung S21,Android,Paid Ads,0
9574,29,Female,iPhone 12,iOS,Organic,0
9575,37,Female,iPhone 14,iOS,Organic,1
9576,20,Male,Xiaomi Note 11,Android,nan,1
9577,21,Male,nan,Android,Organic,1
9578,34,Female,Samsung S21,Android,Organic,1
9579,54,Male,Huawei P50,Android,Organic,0
9580,59,Male,Huawei P50,Android,Organic,0
9581,32,Male,iPhone 12,iOS,Organic,0
9582,50,Female,Huawei P50,Android,Paid Ads,0
9583,33,Female,Samsung S23,Android,Paid Ads,0
9584,28,Female,nan,Android,Organic,0
9585,37,Female,Samsung S23,Android,Paid Ads,0
9586,55,Male,Samsung S21,Android,Paid Ads,1
9587,41,Male,nan,Android,Referral,1
9588,33,Female,Samsung S21,Android,Referral,0
9589,47,Male,Huawei P50,Android,nan,0
9590,51,Female,iPhone 14,iOS,Organic,0
9591,18,Female,Xiaomi Note 11,Android,Organic,0
9592,41,Male,Samsung S23,Android,Paid Ads,1
9593,41,Female,nan,Android,Organic,0
9594,26,Female,iPhone 14,iOS,Referral,0
9595,39,Female,Samsung S23,Android,Organic,0
9596,29,Male,Xiaomi Note 11,Android,Organic,0
9597,34,Male,nan,Android,Organic,0
9598,42,Female,Samsung S21,Android,Paid Ads,0
9599,45,nan,Samsung S21,Android,Paid Ads,0
9600,32,Male,Samsung S23,Android,Referral,0
9601,47,nan,Samsung S21,Android,Organic,0
9602,44,Female,Huawei P50,Android,Paid Ads,1
9603,39,Female,iPhone 12,iOS,Paid Ads,0
9604,27,Male,Google Pixel 7,Android,Referral,1
9605,48,Male,Samsung S23,Android,Organic,1
9606,44,Male,Samsung S21,Android,Organic,1
9607,29,Male,Samsung S23,Android,Organic,1
9608,48,nan,Huawei P50,Android,Paid Ads,0
9609,49,Male,Samsung S23,Android,Organic,0
9610,49,Female,iPhone 14,iOS,Organic,0
9611,58,Male,iPhone 12,iOS,Referral,1
9612,52,Female,Google Pixel 7,Android,Organic,0
9613,38,Male,Samsung S21,Android,nan,1
9614,27,Male,Huawei P50,Android,Organic,0
9615,33,Male,Xiaomi Note 11,Android,Paid Ads,0
9616,24,Female,Samsung S23,Android,Paid Ads,0
9617,21,Male,Xiaomi Note 11,nan,Organic,1
9618,44,Male,Samsung S23,Android,Organic,1
9619,42,Male,Huawei P50,Android,Paid Ads,1
9620,48,nan,Samsung S23,Android,Paid Ads,1
9621,28,Female,iPhone 14,iOS,Referral,0
9622,37,Female,Xiaomi Note 11,Android,Organic,1
9623,53,Female,Xiaomi Note 11,Android,Paid Ads,1
9624,34,Male,Google Pixel 7,Android,Organic,0
9625,28,Female,Huawei P50,Android,Paid Ads,0
9626,47,Male,Samsung S23,Android,Paid Ads,1
9627,52,Male,Samsung S21,Android,Organic,0
9628,58,Female,Samsung S23,Android,Organic,0
9629,55,Female,Huawei P50,Android,Organic,0
9630,39,Male,nan,Android,Paid Ads,1
9631,44,Male,nan,Android,Paid Ads,0
9632,54,Female,Samsung S21,Android,Organic,0
9633,52,Female,Samsung S23,Android,nan,0
9634,21,Male,Samsung S21,Android,Referral,1
9635,33,Male,Samsung S21,Android,Paid Ads,1
9636,33,Female,iPhone 12,iOS,Paid Ads,0
9637,38,Female,iPhone 14,iOS,Organic,0
9638,43,nan,Samsung S21,Android,Organic,0
9639,53,Male,Samsung S21,Android,Paid Ads,0
9640,36,Female,Samsung S21,Android,Organic,1
9641,34,Male,Samsung S21,Android,Organic,0
9642,43,Female,Google Pixel 7,Android,Paid Ads,1
9643,39,Male,Samsung S21,Android,Organic,0
9644,45,Male,Google Pixel 7,Android,Organic,0
9645,18,Male,Samsung S21,nan,Organic,0
9646,53,Female,Huawei P50,Android,Paid Ads,1
9647,54,Female,iPhone 14,iOS,Paid Ads,1
9648,19,Female,iPhone 14,iOS,Organic,0
9649,34,Female,Xiaomi Note 11,Android,Organic,1
9650,57,Female,Huawei P50,Android,Organic,0
9651,55,Male,iPhone 14,iOS,Organic,1
9652,38,nan,iPhone 12,iOS,Organic,0
9653,26,Male,Huawei P50,Android,Organic,0
9654,30,Male,iPhone 14,iOS,Organic,0
9655,28,nan,Samsung S21,Android,Referral,1
9656,33,Male,Huawei P50,Android,Referral,1
9657,33,Female,Huawei P50,Android,Paid Ads,0
9658,19,Male,Samsung S21,Android,Organic,0
9659,59,Female,nan,Android,Paid Ads,0
9660,25,Female,Xiaomi Note 11,Android,Paid Ads,1
9661,59,Male,iPhone 12,iOS,Organic,0
9662,30,Female,Google Pixel 7,Android,Organic,0
9663,34,Female,Samsung S23,Android,Organic,1
9664,56,Male,Xiaomi Note 11,Android,Organic,0
9665,41,Male,nan,Android,Paid Ads,1
9666,20,Male,iPhone 14,iOS,Organic,1
9667,47,Female,Xiaomi Note 11,Android,Organic,1
9668,30,Female,Samsung S23,Android,Paid Ads,0
9669,36,Female,Samsung S21,Android,Organic,0
9670,24,Male,Xiaomi Note 11,Android,Organic,1
9671,26,Male,Xiaomi Note 11,Android,Referral,0
9672,36,Male,Huawei P50,Android,Organic,1
9673,57,Male,Huawei P50,Android,Organic,0
9674,39,Female,Xiaomi Note 11,Android,Organic,0
9675,35,nan,Samsung S21,Android,Organic,1
9676,40,Male,Samsung S23,Android,Paid Ads,0
9677,19,Female,Samsung S21,Android,Organic,1
9678,28,Male,Samsung S21,Android,Paid Ads,1
9679,48,Female,Xiaomi Note 11,Android,Organic,1
9680,50,Male,Xiaomi Note 11,Android,Referral,0
9681,31,Female,Xiaomi Note 11,Android,Referral,1
9682,33,Male,nan,Android,Organic,0
9683,28,Female,Samsung S21,Android,Organic,0
9684,50,Male,Samsung S21,nan,Paid Ads,0
9685,24,Male,Xiaomi Note 11,Android,Organic,0
9686,48,Female,Xiaomi Note 11,Android,Organic,0
9687,31,Male,iPhone 12,iOS,Organic,1
9688,45,Female,Samsung S21,Android,Organic,1
9689,33,nan,Samsung S21,Android,Organic,1
9690,36,Female,Huawei P50,Android,Paid Ads,1
9691,34,Female,Huawei P50,Android,Organic,0
9692,43,Male,Samsung S21,Android,Organic,0
9693,23,Female,iPhone 14,iOS,Organic,0
9694,26,Male,Samsung S21,Android,Paid Ads,1
9695,34,Female,iPhone 14,iOS,Referral,1
9696,48,Male,Samsung S21,Android,Paid Ads,0
9697,29,Female,Samsung S21,Android,nan,0
9698,40,Male,Samsung S23,Android,Organic,0
9699,22,Male,Samsung S21,Android,Organic,1
9700,53,Male,Xiaomi Note 11,Android,Referral,1
9701,53,Male,Samsung S21,Android,Organic,1
9702,20,Male,Huawei P50,Android,Referral,0
9703,41,Male,nan,Android,Paid Ads,1
9704,34,Female,Samsung S23,Android,nan,0
9705,56,Male,iPhone 12,iOS,Organic,0
9706,43,Female,Samsung S21,Android,Organic,0
9707,21,Male,iPhone 14,iOS,Organic,0
9708,29,Male,Samsung S21,Android,Organic,0
9709,18,Female,Xiaomi Note 11,Android,Referral,0
9710,38,Female,Samsung S23,Android,Organic,0
9711,36,Female,Samsung S21,Android,Paid Ads,1
9712,38,Female,Google Pixel 7,Android,Paid Ads,0
9713,35,Male,iPhone 14,iOS,Organic,1
9714,20,Female,Samsung S21,Android,nan,0
9715,49,Female,Xiaomi Note 11,Android,Referral,1
9716,27,Male,iPhone 14,iOS,Paid Ads,1
9717,57,Female,Xiaomi Note 11,Android,nan,1
9718,32,Female,nan,Android,Organic,1
9719,22,Male,Huawei P50,Android,Organic,0
9720,21,Female,iPhone 14,iOS,Organic,0
9721,45,Female,Samsung S23,Android,Referral,0
9722,21,Female,Samsung S23,Android,Paid Ads,1
9723,32,Male,nan,Android,Referral,1
9724,34,Female,nan,Android,Organic,1
9725,20,Male,iPhone 14,iOS,Organic,1
9726,27,Male,Huawei P50,Android,Paid Ads,0
9727,59,Male,iPhone 14,iOS,Organic,0
9728,40,Female,Samsung S21,Android,Referral,1
9729,35,Female,Samsung S21,Android,Organic,0
9730,18,Female,Samsung S21,Android,Paid Ads,1
9731,52,Female,Huawei P50,Android,Paid Ads,1
9732,48,Male,Samsung S21,Android,Paid Ads,0
9733,18,Male,Huawei P50,Android,Paid Ads,0
9734,20,Female,nan,Android,Organic,0
9735,20,nan,Huawei P50,Android,Referral,0
9736,54,Female,Samsung S21,Android,Organic,1
9737,36,Male,Google Pixel 7,Android,Organic,0
9738,46,Male,Samsung S23,Android,Paid Ads,0
9739,42,Male,Google Pixel 7,Android,Paid Ads,0
9740,50,Male,iPhone 14,iOS,nan,1
9741,53,Male,Xiaomi Note 11,Android,Referral,1
9742,46,Female,Google Pixel 7,Android,Organic,0
9743,43,Female,Google Pixel 7,Android,Organic,0
9744,21,Female,nan,Android,Organic,1
9745,31,Male,iPhone 12,iOS,Organic,0
9746,44,Male,Samsung S21,Android,Organic,0
9747,50,Female,Samsung S23,Android,Paid Ads,0
9748,39,Female,Samsung S21,Android,Referral,1
9749,20,Female,Samsung S21,Android,nan,1
9750,40,Female,iPhone 14,iOS,Organic,0
9751,38,Female,Huawei P50,Android,Paid Ads,1
9752,58,Male,Huawei P50,Android,Paid Ads,1
9753,40,Male,iPhone 12,iOS,Paid Ads,1
9754,21,Female,iPhone 14,nan,Organic,0
9755,38,Male,Samsung S21,Android,Organic,1
9756,54,Male,Samsung S23,Android,Referral,1
9757,48,Male,Google Pixel 7,Android,Paid Ads,0
9758,38,Male,iPhone 12,iOS,Paid Ads,1
9759,43,Female,Xiaomi Note 11,Android,Referral,0
9760,58,Male,iPhone 14,iOS,Organic,0
9761,52,Male,nan,Android,Organic,1
9762,55,Female,Huawei P50,Android,Organic,1
9763,41,Female,Huawei P50,Android,Paid Ads,0
9764,28,Female,iPhone 14,iOS,Organic,0
9765,58,Female,Samsung S23,Android,Paid Ads,0
9766,46,Female,iPhone 14,iOS,Organic,1
9767,20,Female,Xiaomi Note 11,Android,Organic,0
9768,18,Male,Samsung S21,Android,Referral,1
9769,36,Male,Google Pixel 7,Android,Organic,0
9770,39,Female,Xiaomi Note 11,Android,Organic,0
9771,31,Female,Xiaomi Note 11,Android,Referral,0
9772,31,Female,Huawei P50,Android,Paid Ads,1
9773,33,Female,Samsung S23,Android,Organic,1
9774,50,Female,Samsung S21,Android,Organic,0
9775,30,Male,Xiaomi Note 11,Android,Organic,0
9776,55,Male,nan,Android,Paid Ads,1
9777,29,Male,Xiaomi Note 11,Android,Organic,1
9778,55,Male,Xiaomi Note 11,Android,Referral,0
9779,56,Male,Huawei P50,Android,Paid Ads,1
9780,50,Male,Samsung S23,Android,Organic,0
9781,50,Female,nan,Android,Paid Ads,1
9782,46,Female,iPhone 14,iOS,Organic,0
9783,22,Female,Samsung S23,Android,Organic,0
9784,23,Male,Samsung S21,Android,Paid Ads,0
9785,48,Male,Samsung S23,Android,Organic,1
9786,33,Female,iPhone 14,iOS,Paid Ads,0
9787,48,Male,Samsung S21,Android,Referral,0
9788,42,Female,Samsung S21,Android,nan,1
9789,50,Male,Samsung S21,Android,Paid Ads,0
9790,30,Female,iPhone 14,iOS,nan,0
9791,27,Male,Huawei P50,Android,Organic,0
9792,41,Male,Samsung S21,Android,Paid Ads,0
9793,27,Male,Samsung S23,Android,Organic,0
9794,58,Female,iPhone 12,iOS,Organic,0
9795,48,Male,iPhone 14,iOS,Paid Ads,0
9796,30,Female,Huawei P50,Android,Organic,0
9797,20,Male,Huawei P50,Android,Organic,1
9798,51,Male,Huawei P50,Android,Organic,1
9799,45,Female,Samsung S23,Android,Organic,1
9800,36,Female,iPhone 14,iOS,Organic,1
9801,40,Female,iPhone 14,iOS,Organic,0
9802,49,Male,Xiaomi Note 11,Android,Organic,1
9803,30,Male,Huawei P50,Android,Referral,1
9804,50,Female,Huawei P50,Android,Organic,1
9805,51,Male,Samsung S21,Android,Organic,0
9806,50,Female,Samsung S21,Android,Organic,1
9807,22,Male,iPhone 14,iOS,Organic,1
9808,20,nan,Google Pixel 7,Android,Organic,1
9809,24,Male,Samsung S21,Android,Paid Ads,1
9810,41,Male,Samsung S23,Android,nan,0
9811,39,Female,Huawei P50,Android,Paid Ads,0
9812,40,nan,Google Pixel 7,Android,Referral,1
9813,47,nan,iPhone 12,iOS,Paid Ads,1
9814,35,Female,iPhone 12,iOS,Organic,1
9815,49,Female,Google Pixel 7,Android,Paid Ads,1
9816,24,Female,Xiaomi Note 11,Android,Paid Ads,0
9817,50,Female,Google Pixel 7,nan,Organic,0
9818,22,Female,iPhone 14,iOS,Referral,1
9819,45,Female,Huawei P50,Android,nan,0
9820,25,Female,Google Pixel 7,Android,Paid Ads,0
9821,32,Female,Huawei P50,Android,Organic,1
9822,21,Female,Samsung S21,Android,Organic,0
9823,51,Female,Samsung S21,Android,Paid Ads,0
9824,22,Male,iPhone 14,iOS,Organic,1
9825,50,Male,Huawei P50,Android,Organic,0
9826,22,Male,iPhone 14,iOS,Organic,1
9827,55,Male,iPhone 14,iOS,Paid Ads,1
9828,51,Female,iPhone 14,iOS,Paid Ads,0
9829,43,Female,Google Pixel 7,Android,Paid Ads,0
9830,18,Female,Huawei P50,Android,Organic,0
9831,21,Female,Huawei P50,Android,Referral,1
9832,56,Male,Xiaomi Note 11,Android,Paid Ads,0
9833,43,Female,nan,Android,Paid Ads,1
9834,50,Female,iPhone 12,iOS,Paid Ads,0
9835,50,Male,Huawei P50,Android,Paid Ads,1
9836,25,Female,Samsung S23,Android,Referral,0
9837,37,Female,Samsung S23,Android,Paid Ads,1
9838,33,Male,iPhone 14,iOS,Organic,1
9839,38,Female,iPhone 12,iOS,Paid Ads,0
9840,43,Female,Samsung S21,Android,Organic,0
9841,40,Male,iPhone 14,iOS,Organic,1
9842,35,Female,Samsung S23,Android,Organic,0
9843,48,Male,iPhone 14,iOS,Organic,1
